FAO Major Fishing Area: Atlantic, Eastern Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);57.14;57.14;Senegal
FAO Major Fishing Area: Indian Ocean, Western (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);66.67;68.29;Seychelles
FAO Major Fishing Area: Atlantic, Eastern Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);57.14;57.14;Sierra Leone
FAO Major Fishing Area: Indian Ocean, Eastern (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);73.08;68.63;Singapore
FAO Major Fishing Area: Atlantic, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);60.34;61.4;Sint Maarten
FAO Major Fishing Area: Mediterranean and Black Sea (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);37.84;37.5;Slovenia
FAO Major Fishing Area: Pacific, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);82.61;77.55;Solomon Islands
FAO Major Fishing Area: Indian Ocean, Western (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);66.67;68.29;Somalia
FAO Major Fishing Area: Atlantic, Southeast (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);67.65;67.65;South Africa
FAO Major Fishing Area: Indian Ocean, Western (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);66.67;68.29;South Africa
FAO Major Fishing Area: Atlantic, Eastern Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);57.14;57.14;Spain
FAO Major Fishing Area: Atlantic, Northeast (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);73.47;79.31;Spain
FAO Major Fishing Area: Mediterranean and Black Sea (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);37.84;37.5;Spain
FAO Major Fishing Area: Indian Ocean, Eastern (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);73.08;68.63;Sri Lanka
FAO Major Fishing Area: Indian Ocean, Western (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);66.67;68.29;Sudan
FAO Major Fishing Area: Atlantic, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);60.34;61.4;Suriname
FAO Major Fishing Area: Atlantic, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);60.34;61.4;Turks and Caicos Islands
FAO Major Fishing Area: Atlantic, Northeast (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);73.47;79.31;Sweden
FAO Major Fishing Area: Mediterranean and Black Sea (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);37.84;37.5;Syrian Arab Republic
FAO Major Fishing Area: Pacific, Northwest (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);82.69;65.38;Taiwan
FAO Major Fishing Area: Pacific, Northwest (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);82.69;65.38;Taiwan
FAO Major Fishing Area: Indian Ocean, Western (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);66.67;68.29;Tanzania
FAO Major Fishing Area: Indian Ocean, Eastern (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);73.08;68.63;Thailand
FAO Major Fishing Area: Pacific, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);82.61;77.55;Thailand
FAO Major Fishing Area: Indian Ocean, Eastern (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);73.08;68.63;Timor-Leste
FAO Major Fishing Area: Atlantic, Eastern Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);57.14;57.14;Togo
FAO Major Fishing Area: Pacific, Eastern Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);86.67;86.67;Tonga
FAO Major Fishing Area: Pacific, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);82.61;77.55;Tonga
FAO Major Fishing Area: Atlantic, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);60.34;61.4;Trinidad and Tobago
FAO Major Fishing Area: Mediterranean and Black Sea (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);37.84;37.5;Tunisia
FAO Major Fishing Area: Mediterranean and Black Sea (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);37.84;37.5;Turkiye
FAO Major Fishing Area: Pacific, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);82.61;77.55;Tuvalu
FAO Major Fishing Area: Mediterranean and Black Sea (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);37.84;37.5;Ukraine
FAO Major Fishing Area: Indian Ocean, Western (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);66.67;68.29;United Arab Emirates
FAO Major Fishing Area: Atlantic, Northeast (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);73.47;79.31;United Kingdom
FAO Major Fishing Area: Atlantic, Northwest (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);73.91;56.25;United states of America
FAO Major Fishing Area: Atlantic, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);60.34;61.4;Guam
FAO Major Fishing Area: Atlantic, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);60.34;61.4;United states of America
FAO Major Fishing Area: Pacific, Northeast (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);85.71;83.87;United states of America
FAO Major Fishing Area: Pacific, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);82.61;77.55;United states of America
FAO Major Fishing Area: Atlantic, Southwest (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);41.18;46.67;Uruguay
FAO Major Fishing Area: Pacific, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);82.61;77.55;Vanuatu
FAO Major Fishing Area: Atlantic, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);60.34;61.4;Venezuela
FAO Major Fishing Area: Pacific, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);82.61;77.55;Viet Nam
FAO Major Fishing Area: Pacific, Northwest (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);82.69;65.38;Viet Nam
FAO Major Fishing Area: Pacific, Eastern Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);86.67;86.67;Wallis and Futuna
FAO Major Fishing Area: Indian Ocean, Western (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);66.67;68.29;Yemen
FAO Major Fishing Area: Atlantic, Northeast (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);73.47;79.31;Aland Islands
FAO Major Fishing Area: Pacific, Western Central (14.4.1);14.4.1 Proportion of fish stocks within biologically sustainable levels (not overexploited) (%);82.61;77.55;Tokelau
