Country;X2015;X2016;X2017;X2018;X2019;X2020
République de Macédoine;0.669174671173096;0.670010328292847;0.66956752538681;0.66923600435257;0.669049501419067;0.670169949531555
République tchèque;0.615332245826721;0.614588916301727;0.614515900611877;0.614072859287261;0.613866925239562;0.61197692155838
Roumanie;0.611510634422302;0.611513912677765;0.611128747463226;0.610781073570251;0.610519647598267;0.610033452510834
Royaume-Uni;0.42502298951149;0.425445199012756;0.425546020269394;0.426046401262283;0.426190227270126;0.425564348697662
Russie;0.882407009601593;0.882432520389557;0.882565677165985;0.882597923278809;0.882570445537567;0.8825364112854
Saint-Christophe-et-Niévès;0.974778056144714;0.975454390048981;0.976107954978943;0.976728856563568;0.977326035499573;0.977695167064667
Sainte-Hélène;;;;;;
Sainte-Lucie;;;;;;
Saint-Marin;0.580614566802979;0.582662165164948;0.584676086902618;0.586710333824158;0.58876645565033;0.589956700801849
Saint-Martin;;;;;;
Saint-Pierre-et-Miquelon;0.967785000801086;0.967759966850281;0.967742145061493;0.967719495296478;0.967697441577911;0.967688024044037
Saint-Vincent-et-les-Grenadines;;;;;;
Samoa;0.980419158935547;0.961186170578003;0.943485200405121;0.943471789360046;0.943460166454315;0.943846464157104
Samoa américaines;;;;;;
Sao Tomé-et-Principe;0.859699308872223;0.859234035015106;0.858799636363983;0.858406960964203;0.858045995235443;0.857346534729004
Seychelles;;;;;;
Sierra Leone;0.52186131477356;0.517652332782745;0.513691306114197;0.510424315929413;0.506656646728516;0.503687560558319
Singapour;0.344420194625854;0.343435853719711;0.342466950416565;0.34150692820549;0.340459704399109;0.339260429143906
Slovaquie;0.679579675197601;0.680148124694824;0.680610418319702;0.681115508079529;0.680842339992523;0.680704236030579
Slovénie;0.803217828273773;0.803149938583374;0.803636074066162;0.802651643753052;0.802720129489899;0.804023146629333
Somalie;0.723120868206024;0.722642540931702;0.72254353761673;0.722971856594086;0.72297728061676;0.723591506481171
Soudan;0.695895791053771;0.695245146751404;0.6945960521698;0.694140017032623;0.693616688251495;0.693067610263824
Soudan du Sud;0.61629045009613;0.615305840969086;0.614555478096008;0.613630175590515;0.612719118595123;0.612001299858093
Suède;0.951435327529907;0.952038824558258;0.952522218227386;0.952731788158417;0.952866733074188;0.952522218227386
Suisse;0.642716884613037;0.64108818769455;0.639468669891357;0.637759506702423;0.636040031909943;0.635332345962524
Suriname;0.992613434791565;0.992604672908782;0.992597937583923;0.992589056491852;0.992339670658112;0.992111921310425
Swaziland;0.628491222858428;0.629152476787567;0.630162477493286;0.631106317043304;0.632393538951874;0.63260543346405
Syrie;0.595141112804413;0.594295263290405;0.592186808586121;0.59229701757431;0.592942416667938;0.592000722885132
Tadjikistan;0.778111159801483;0.779063642024994;0.780278146266937;0.78155380487442;0.782581806182861;0.782075166702271
Terres australes et antarctiques françaises;;;;;;
Territoire britannique de l'océan Indien;;;;;;
Thaïlande;0.648495316505432;0.64757877588272;0.646711111068726;0.64586979150772;0.645043551921844;0.6440749168396
Timor oriental;0.737204551696777;0.735343813896179;0.733007490634918;0.730552792549133;0.729040622711182;0.727437615394592
Tonga;;;;;;
Trinité-et-Tobago;0.914498209953308;0.916364967823029;0.918187856674194;0.920041143894196;0.921970784664154;0.922580361366271
Turkménistan;0.673102498054504;0.674756109714508;0.676221549510956;0.677581131458282;0.678782522678375;0.679467558860779
Ukraine;0.580492556095123;0.576445758342743;0.572302103042603;0.568155884742737;0.564054489135742;0.560059309005737
Uruguay;0.330691128969193;0.324856162071228;0.319889277219772;0.317096590995789;0.315376073122025;0.313718378543854
Vanuatu;0.914621114730834;0.878780961036682;0.878866791725159;0.87896466255188;0.879075586795807;0.881028294563293
Venezuela;0.862915515899658;0.862342774868011;0.86167573928833;0.860941290855408;0.86021763086319;0.859252095222473
Wallis-et-Futuna;;;;;;
Yémen;0.755771934986115;0.756097674369812;0.756755113601685;0.757413923740386;0.758053839206696;0.758772969245911
Zimbabwe;0.862228810787201;0.859856486320496;0.857723474502563;0.855917751789093;0.854150772094727;0.852303385734558
