"","X","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent"
"706",19,"Burkina Faso",83.7222966666667,83.4640241666667,83.090095,82.8397416666667,82.57559,82.1440166666667,"Life support","Life support","Life support","Africa"
"707",20,"Burkina Faso",5,5,5,5,5,5,"Human health and welfare","human health","human health","Africa"
"708",21,"Burkina Faso",28.75,28.75,52.5,52.5,52.5,28.75,"Human health and welfare","landscape and amenity","landscape and amenitys","Africa"
"709",22,"Burkina Faso",11.9895788082818,11.9895788082818,16.2018517460196,16.2018517460196,16.2018517460196,11.9895788082818,"Human health and welfare","Human health and welfare","Human health and welfare","Africa"
"710",23,"Burkina Faso",45.2163325614424,44.2243706096449,48.255744288395,49.2240977345523,49.9597937169758,47.0679300703656,"11","SESI","SESI","Africa"
"711",1,"Burundi",100,100,100,100,100,100,"Source","renewable ressources","state of forest reccources","Africa"
"712",2,"Burundi",100,100,100,100,100,100,"Source","renewable ressources","Surfacewater Stress","Africa"
"713",3,"Burundi",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Africa"
"714",4,"Burundi",5,5,5,5,5,5,"Source","non-renewables ressources","area with tolerable erosion","Africa"
"715",5,"Burundi",100,100,100,100,100,100,"Sink","global System","CO2 emissions [tonnes per capita]","Africa"
"716",6,"Burundi",64.0171534538711,66.5129037243084,69.7426981919332,70.4767423891207,74.146963375058,73.3365446371227,"Sink","global System","Consumption of HCFC in ODP per capita","Africa"
"717",7,"Burundi",NA,NA,NA,NA,NA,100,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Africa"
"718",8,"Burundi",NA,NA,NA,NA,NA,100,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Africa"
"719",9,"Burundi",26.8457791666667,27.207015,27.619435,27.9674675,28.5015083333333,28.3211383333333,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa"
"720",10,"Burundi",25.995,25.995,28.3383333333333,27.23,27.1666666666667,27.1666666666667,"Human health and welfare","human health","Concentrations of PM2.5","Africa"
"721",11,"Burundi",100,100,100,100,100,100,"Source","renewable ressources","renewable ressources","Africa"
"722",12,"Burundi",5,5,5,5,5,5,"Source","non-renewable ressources","non-renewable ressources","Africa"
"723",13,"Burundi",22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,"Source","Source","Source","Africa"
"724",14,"Burundi",80.0107201904039,81.5554435487346,83.5120938498929,83.9504272705748,86.1086310279394,85.6367588346983,"Sink","global System","global System","Africa"
"725",15,"Burundi",NA,NA,NA,NA,NA,100,"Sink","critical ecosystems","critical ecosystems","Africa"
"726",16,"Burundi",80.0107201904039,81.5554435487346,83.5120938498929,83.9504272705748,86.1086310279394,92.5401312051687,"Sink","Sink","Sink","Africa"
"727",17,"Burundi",26.8457791666667,27.207015,27.619435,27.9674675,28.5015083333333,28.3211383333333,"Life support","ecosystem health","ecosystem health","Africa"
"728",18,"Burundi",26.8457791666667,27.207015,27.619435,27.9674675,28.5015083333333,28.3211383333333,"Life support","Life support","Life support","Africa"
"729",19,"Burundi",25.995,25.995,28.3383333333333,27.23,27.1666666666667,27.1666666666667,"Human health and welfare","human health","human health","Africa"
"730",20,"Burundi",NA,NA,NA,NA,NA,NA,"Human health and welfare","landscape and amenity","landscape and amenitys","Africa"
"731",21,"Burundi",25.995,25.995,28.3383333333333,27.23,27.1666666666667,27.1666666666667,"Human health and welfare","Human health and welfare","Human health and welfare","Africa"
"732",22,"Burundi",33.4271810964644,33.6997879768837,34.7700942046511,34.5781834535138,34.9429020836464,35.5214383493321,"10","SESI","SESI","Africa"
"733",1,"Cabo Verde",100,100,100,100,100,100,"Source","renewable ressources","state of forest reccources","Africa"
"734",2,"Cabo Verde",59.283,59.283,59.283,59.283,59.283,59.283,"Source","renewable ressources","Proportion of fish stocks not overexploited","Africa"
"735",3,"Cabo Verde",100,100,100,100,100,100,"Source","renewable ressources","Surfacewater Stress","Africa"
"736",4,"Cabo Verde",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Africa"
"737",5,"Cabo Verde",100,100,100,100,100,100,"Sink","global System","CO2 emissions [tonnes per capita]","Africa"
"738",6,"Cabo Verde",86.7817817817818,87.7327327327327,92.4874874874875,94.3893893893894,94.3893893893894,94.6995708154506,"Sink","global System","Consumption of HCFC in ODP per capita","Africa"
"739",7,"Cabo Verde",100,100,100,100,100,100,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa"
"740",8,"Cabo Verde",88.8945,77.3615,74.9675,71.0725,74.0175,74.388,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Africa"
"741",9,"Cabo Verde",10.13,15.0383333333333,12.6316666666667,17.0333333333333,17.4133333333333,17.4133333333333,"Human health and welfare","human health","Concentrations of PM2.5","Africa"
"742",10,"Cabo Verde",84.0059519592065,84.0059519592065,84.0059519592065,84.0059519592065,84.0059519592065,84.0059519592065,"Source","renewable ressources","renewable ressources","Africa"
"743",11,"Cabo Verde",NA,NA,NA,NA,NA,NA,"Source","non-renewable ressources","non-renewable ressources","Africa"
"744",12,"Cabo Verde",84.0059519592065,84.0059519592065,84.0059519592065,84.0059519592065,84.0059519592065,84.0059519592065,"Source","Source","Source","Africa"
"745",13,"Cabo Verde",93.1567398430096,93.6657529370969,96.1704151428533,97.1542018594098,97.1542018594098,97.313704489887,"Sink","global System","global System","Africa"
"746",14,"Cabo Verde",NA,NA,NA,NA,NA,NA,"Sink","critical ecosystems","critical ecosystems","Africa"
"747",15,"Cabo Verde",93.1567398430096,93.6657529370969,96.1704151428533,97.1542018594098,97.1542018594098,97.313704489887,"Sink","Sink","Sink","Africa"
"748",16,"Cabo Verde",94.2838798522844,87.9553864183428,86.5837744615006,84.3045075900453,86.0334237375219,86.248478247445,"Life support","ecosystem health","ecosystem health","Africa"
"749",17,"Cabo Verde",94.2838798522844,87.9553864183428,86.5837744615006,84.3045075900453,86.0334237375219,86.248478247445,"Life support","Life support","Life support","Africa"
"750",18,"Cabo Verde",10.13,15.0383333333333,12.6316666666667,17.0333333333333,17.4133333333333,17.4133333333333,"Human health and welfare","human health","human health","Africa"
"751",19,"Cabo Verde",NA,NA,NA,NA,NA,NA,"Human health and welfare","landscape and amenity","landscape and amenitys","Africa"
"752",20,"Cabo Verde",10.13,15.0383333333333,12.6316666666667,17.0333333333333,17.4133333333333,17.4133333333333,"Human health and welfare","Human health and welfare","Human health and welfare","Africa"
"753",21,"Cabo Verde",52.2868895862234,56.7986820531351,54.5207949876213,58.5100570892826,59.1330379551475,59.194227112904,"9","SESI","SESI","Africa"
"754",1,"Cambodia",5,5,5,5,5,5,"Source","renewable ressources","state of forest reccources","Asia"
"755",2,"Cambodia",83.4795,83.4795,78.6725,78.6725,78.6725,78.6725,"Source","renewable ressources","Proportion of fish stocks not overexploited","Asia"
"756",3,"Cambodia",100,100,100,100,100,100,"Source","renewable ressources","Surfacewater Stress","Asia"
"757",4,"Cambodia",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Asia"
"758",5,"Cambodia",69.24375,69.24375,69.24375,69.24375,69.24375,69.24375,"Source","non-renewables ressources","area with tolerable erosion","Asia"
"759",6,"Cambodia",90.171036375,86.675824875,84.71429575,82.691477375,79.81805275,80.38538325,"Sink","global System","CO2 emissions [tonnes per capita]","Asia"
"760",7,"Cambodia",17.7748885586924,68.3803863298663,67.5334323922734,65.1337295690936,43.2540861812779,35.6608606557377,"Sink","global System","Consumption of HCFC in ODP per capita","Asia"
"761",8,"Cambodia",64.5867283333334,64.3504708333333,64.1230533333333,63.8888216666667,63.68383,63.4712591666667,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Asia"
"762",9,"Cambodia",87.0895,87.1275,85.389,86.624,86.6525,86.833,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Asia"
"763",10,"Cambodia",60.6383333333333,55.16,62.5066666666667,61.4933333333333,59.4666666666667,59.4666666666667,"Human health and welfare","human health","Concentrations of PM2.5","Asia"
"764",11,"Cambodia",28.581736,29.139557,29.7005985,30.267093,30.8387365,31.370328,"Human health and welfare","human health","Drinking water contamination","Asia"
"765",12,"Cambodia",34.6883211395583,34.6883211395583,34.0092967656723,34.0092967656723,34.0092967656723,34.0092967656723,"Source","renewable ressources","renewable ressources","Asia"
"766",13,"Cambodia",69.24375,69.24375,69.24375,69.24375,69.24375,69.24375,"Source","non-renewable ressources","non-renewable ressources","Asia"
"767",14,"Cambodia",49.0096871741423,49.0096871741423,48.5276338071209,48.5276338071209,48.5276338071209,48.5276338071209,"Source","Source","Source","Asia"
"768",15,"Cambodia",40.034736452079,76.9865338251589,75.6376041707541,73.3894019938306,58.7576116981475,53.5407503761044,"Sink","global System","global System","Asia"
"769",16,"Cambodia",NA,NA,NA,NA,NA,NA,"Sink","critical ecosystems","critical ecosystems","Asia"
"770",17,"Cambodia",40.034736452079,76.9865338251589,75.6376041707541,73.3894019938306,58.7576116981475,53.5407503761044,"Sink","Sink","Sink","Asia"
"771",18,"Cambodia",74.9988391722555,74.8778715478161,73.9959688164159,74.3929115444028,74.2856855597026,74.2388028406922,"Life support","ecosystem health","ecosystem health","Asia"
"772",19,"Cambodia",74.9988391722555,74.8778715478161,73.9959688164159,74.3929115444028,74.2856855597026,74.2388028406922,"Life support","Life support","Life support","Asia"
"773",20,"Cambodia",41.6311041748034,40.091619624555,43.086951739941,43.1419104685919,42.8237885277175,43.1913051249902,"Human health and welfare","human health","human health","Asia"
"774",21,"Cambodia",NA,NA,NA,NA,NA,NA,"Human health and welfare","landscape and amenity","landscape and amenitys","Asia"
"775",22,"Cambodia",41.6311041748034,40.091619624555,43.086951739941,43.1419104685919,42.8237885277175,43.1913051249902,"Human health and welfare","Human health and welfare","Human health and welfare","Asia"
"776",23,"Cambodia",49.7505451417648,58.0130831936208,58.4884588081816,58.1451303579405,54.8795912472852,53.7248503167745,"11","SESI","SESI","Asia"
"777",1,"Cameroon",49.4331466666667,47.8504466666667,46.26781,44.6851733333333,43.1025366666666,41.5199,"Source","renewable ressources","state of forest reccources","Africa"
"778",2,"Cameroon",59.283,59.283,59.283,59.283,59.283,59.283,"Source","renewable ressources","Proportion of fish stocks not overexploited","Africa"
"779",3,"Cameroon",100,100,100,100,100,100,"Source","renewable ressources","Surfacewater Stress","Africa"
"780",4,"Cameroon",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Africa"
"781",5,"Cameroon",56.65625,56.65625,56.65625,56.65625,56.65625,56.65625,"Source","non-renewables ressources","area with tolerable erosion","Africa"
"782",6,"Cameroon",100,100,100,100,100,100,"Sink","global System","CO2 emissions [tonnes per capita]","Africa"
"783",7,"Cameroon",36.0669822900228,43.6582249943639,54.7595250619975,54.7833220610706,57.9483229378022,46.4827729780368,"Sink","global System","Consumption of HCFC in ODP per capita","Africa"
"784",8,"Cameroon",83.4069608333333,83.2915733333333,83.1737491666667,83.0602175,82.9625666666667,82.8634708333333,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa"
"785",9,"Cameroon",75.433,70.1795,70.075,70.7305,68.4315,66.541,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","Africa"
"786",10,"Cameroon",5,5,5,5,5,5,"Human health and welfare","human health","Concentrations of PM2.5","Africa"
"787",11,"Cameroon",16.875,16.875,16.875,16.875,16.875,16.875,"Human health and welfare","landscape and amenity","status of world heritage sites","Africa"
"788",12,"Cameroon",66.422641564331,65.7060545140964,64.9735164712428,64.2240772609148,63.4567269291012,62.6703553534861,"Source","renewable ressources","renewable ressources","Africa"
"789",13,"Cameroon",56.65625,56.65625,56.65625,56.65625,56.65625,56.65625,"Source","non-renewable ressources","non-renewable ressources","Africa"
"790",14,"Cameroon",61.3453974323187,61.0135939858018,60.6725291427171,60.3215995918021,59.9601549787598,59.5874762051217,"Source","Source","Source","Africa"
"791",15,"Cameroon",60.0557926348681,66.074370972688,73.9996790952485,74.0157564718963,76.1237958445335,68.1782758494499,"Sink","global System","global System","Africa"
"792",16,"Cameroon",NA,NA,NA,NA,NA,NA,"Sink","critical ecosystems","critical ecosystems","Africa"
"793",17,"Cameroon",60.0557926348681,66.074370972688,73.9996790952485,74.0157564718963,76.1237958445335,68.1782758494499,"Sink","Sink","Sink","Africa"
"794",18,"Cameroon",79.3198416320963,76.4549604064162,76.3439616004709,76.6478356764478,75.3475472782625,74.255088800168,"Life support","ecosystem health","ecosystem health","Africa"
"795",19,"Cameroon",79.3198416320963,76.4549604064162,76.3439616004709,76.6478356764478,75.3475472782625,74.255088800168,"Life support","Life support","Life support","Africa"
"796",20,"Cameroon",5,5,5,5,5,5,"Human health and welfare","human health","human health","Africa"
"797",21,"Cameroon",16.875,16.875,16.875,16.875,16.875,16.875,"Human health and welfare","landscape and amenity","landscape and amenitys","Africa"
"798",22,"Cameroon",9.18558653543692,9.18558653543692,9.18558653543692,9.18558653543692,9.18558653543692,9.18558653543692,"Human health and welfare","Human health and welfare","Human health and welfare","Africa"
"799",23,"Cameroon",40.4768217973538,41.0197539907691,42.1236388015391,42.1066756729401,42.1589512499413,40.7998465892064,"11","SESI","SESI","Africa"
"800",1,"Canada",97.9815033333334,97.9087333333333,97.8414733333334,97.77415,97.70689,97.6395666666667,"Source","renewable ressources","state of forest reccources","America"
"801",2,"Canada",80.8195,80.8195,71.557,71.557,71.557,71.557,"Source","renewable ressources","Proportion of fish stocks not overexploited","America"
"802",3,"Canada",100,100,100,100,100,100,"Source","renewable ressources","Surfacewater Stress","America"
"803",4,"Canada",100,100,100,100,100,100,"Source","renewable ressources","Groundwater stress","America"
"804",5,"Canada",100,100,100,100,100,100,"Source","non-renewables ressources","area with tolerable erosion","America"
"805",6,"Canada",5,5,5,5,5,5,"Sink","global System","CO2 emissions [tonnes per capita]","America"
"806",7,"Canada",85.781678012922,93.5227522278343,92.1282608444388,100,85.7267767773553,100,"Sink","global System","Consumption of HCFC in ODP per capita","America"
"807",8,"Canada",NA,NA,NA,NA,NA,83.09,"Sink","critical ecosystems","Proportion of surface water in good chemical status","America"
"808",9,"Canada",100,100,100,100,100,100,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America"
"809",10,"Canada",77.409,77.2095,77.2475,76.345,75.7845,75.49,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","America"
"810",11,"Canada",93.1916666666667,95.8516666666667,93.9833333333333,93.3816666666667,95.5983333333333,95.5983333333333,"Human health and welfare","human health","Concentrations of PM2.5","America"
"811",12,"Canada",99.058094,99.071489,99.084846,99.098165,99.111408,99.126684,"Human health and welfare","human health","Drinking water contamination","America"
"812",13,"Canada",60.4166635,60.4166635,59.625,59.625,59.625,61.1363645,"Human health and welfare","landscape and amenity","status of world heritage sites","America"
"813",14,"Canada",94.3333080633102,94.3157880536991,91.4731799656332,91.457440553581,91.4417078293544,91.4259521546726,"Source","renewable ressources","renewable ressources","America"
"814",15,"Canada",100,100,100,100,100,100,"Source","non-renewable ressources","non-renewable ressources","America"
"815",16,"Canada",97.125335553248,97.116315855627,95.6416122645542,95.6333835820844,95.6251576884213,95.6169190858357,"Source","Source","Source","America"
"816",17,"Canada",20.7101035744539,21.6243788613493,21.4625558641601,22.3606797749979,20.703475164493,22.3606797749979,"Sink","global System","global System","America"
"817",18,"Canada",NA,NA,NA,NA,NA,83.09,"Sink","critical ecosystems","critical ecosystems","America"
"818",19,"Canada",20.7101035744539,21.6243788613493,21.4625558641601,22.3606797749979,20.703475164493,43.1039311722791,"Sink","Sink","Sink","America"
"819",20,"Canada",87.9823846005551,87.8689364906621,87.8905569444181,87.3756258918928,87.0542934035996,86.8849814409832,"Life support","ecosystem health","ecosystem health","America"
"820",21,"Canada",87.9823846005551,87.8689364906621,87.8905569444181,87.3756258918928,87.0542934035996,86.8849814409832,"Life support","Life support","Life support","America"
"821",22,"Canada",96.080116968514,97.448280332689,96.5003839883552,96.1974626032742,97.3390231054329,97.3465242279353,"Human health and welfare","human health","human health","America"
"822",23,"Canada",60.4166635,60.4166635,59.625,59.625,59.625,61.1363645,"Human health and welfare","landscape and amenity","landscape and amenitys","America"
"823",24,"Canada",76.1895012185232,76.730046015324,75.8540400724027,75.7348909533791,76.1829328174063,77.1453990073752,"Human health and welfare","Human health and welfare","Human health and welfare","America"
"824",25,"Canada",60.5970406891171,61.3421745300738,60.8222266293916,61.3331410864982,60.1957492081935,72.4980945421768,"13","SESI","SESI","America"
"825",1,"Cayman Islands",81.15941,81.15941,81.15941,85.5072433333333,81.15941,81.15941,"Source","renewable ressources","state of forest reccources","America"
"826",2,"Cayman Islands",62.323,62.323,63.33,63.33,63.33,63.33,"Source","renewable ressources","Proportion of fish stocks not overexploited","America"
"827",3,"Cayman Islands",5,5,5,5,5,5,"Sink","global System","CO2 emissions [tonnes per capita]","America"
"828",4,"Cayman Islands",NA,NA,NA,NA,NA,NA,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America"
"829",5,"Cayman Islands",80.62,80.3825,80.316,80.1545,79.9835,79.822,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","America"
"830",6,"Cayman Islands",71.120305886786,71.120305886786,71.6925758729591,73.5878639471211,71.6925758729591,71.6925758729591,"Source","renewable ressources","renewable ressources","America"
"831",7,"Cayman Islands",NA,NA,NA,NA,NA,NA,"Source","non-renewable ressources","non-renewable ressources","America"
"832",8,"Cayman Islands",71.120305886786,71.120305886786,71.6925758729591,73.5878639471211,71.6925758729591,71.6925758729591,"Source","Source","Source","America"
"833",9,"Cayman Islands",5,5,5,5,5,5,"Sink","global System","global System","America"
"834",10,"Cayman Islands",NA,NA,NA,NA,NA,NA,"Sink","critical ecosystems","critical ecosystems","America"
"835",11,"Cayman Islands",5,5,5,5,5,5,"Sink","Sink","Sink","America"
"836",12,"Cayman Islands",80.62,80.3825,80.316,80.1545,79.9835,79.822,"Life support","ecosystem health","ecosystem health","America"
"837",13,"Cayman Islands",80.62,80.3825,80.316,80.1545,79.9835,79.822,"Life support","Life support","Life support","America"
"838",14,"Cayman Islands",NA,NA,NA,NA,NA,NA,"Human health and welfare","human health","human health","America"
"839",15,"Cayman Islands",NA,NA,NA,NA,NA,NA,"Human health and welfare","landscape and amenity","landscape and amenitys","America"
"840",16,"Cayman Islands",NA,NA,NA,NA,NA,NA,"Human health and welfare","Human health and welfare","Human health and welfare","America"
"841",17,"Cayman Islands",30.6056873899567,30.5756038694262,30.6489372514187,30.8959369485333,30.6065842666008,30.5859704567332,"5","SESI","SESI","America"
"842",1,"Central African Republic",80.3219533333333,79.5019766666666,78.6820633333334,77.86215,77.0422366666667,76.2223233333334,"Source","renewable ressources","state of forest reccources","Africa"
"843",2,"Central African Republic",100,100,100,100,100,100,"Source","renewable ressources","Surfacewater Stress","Africa"
"844",3,"Central African Republic",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Africa"
"845",4,"Central African Republic",100,100,100,100,100,100,"Source","non-renewables ressources","area with tolerable erosion","Africa"
"846",5,"Central African Republic",97.494937875,96.45618175,96.508063625,96.315251625,96.3221605,96.687977,"Sink","global System","CO2 emissions [tonnes per capita]","Africa"
"847",6,"Central African Republic",8.07913136083716,12.9177663564384,15.8209473537991,17.7564013520396,27.4336713432421,12.9181893953965,"Sink","global System","Consumption of HCFC in ODP per capita","Africa"
"848",7,"Central African Republic",100,100,100,100,100,100,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa"
"849",8,"Central African Republic",23.81,23.525,27.3566666666667,26.375,29.7,29.7,"Human health and welfare","human health","Concentrations of PM2.5","Africa"
"850",9,"Central African Republic",33.1365395,33.064767,32.996899,32.9331445,32.8735225,32.81809,"Human health and welfare","human health","Drinking water contamination","Africa"
"851",10,"Central African Republic",16.875,16.875,16.875,16.875,16.875,16.875,"Human health and welfare","landscape and amenity","status of world heritage sites","Africa"
"852",11,"Central African Republic",89.6225157721726,89.1638809533696,88.7029105121886,88.2395319570542,87.7737071489331,87.3053969313085,"Source","renewable ressources","renewable ressources","Africa"
"853",12,"Central African Republic",100,100,100,100,100,100,"Source","non-renewable ressources","non-renewable ressources","Africa"
"854",13,"Central African Republic",94.6691690954202,94.4266281053017,94.1822225858939,93.9358993979694,93.6876230613912,93.4373570534337,"Source","Source","Source","Africa"
"855",14,"Central African Republic",28.0655377662496,35.2987028016705,39.0749151480617,41.3547127202715,51.4049656572983,35.341669444775,"Sink","global System","global System","Africa"
"856",15,"Central African Republic",NA,NA,NA,NA,NA,NA,"Sink","critical ecosystems","critical ecosystems","Africa"
"857",16,"Central African Republic",28.0655377662496,35.2987028016705,39.0749151480617,41.3547127202715,51.4049656572983,35.341669444775,"Sink","Sink","Sink","Africa"
"858",17,"Central African Republic",100,100,100,100,100,100,"Life support","ecosystem health","ecosystem health","Africa"
"859",18,"Central African Republic",100,100,100,100,100,100,"Life support","Life support","Life support","Africa"
"860",19,"Central African Republic",28.088805697199,27.8899380364138,30.044719452454,29.4722188880902,31.2464976957418,31.2201421040968,"Human health and welfare","human health","human health","Africa"
"861",20,"Central African Republic",16.875,16.875,16.875,16.875,16.875,16.875,"Human health and welfare","landscape and amenity","landscape and amenitys","Africa"
"862",21,"Central African Republic",21.771508816346,21.6943011955786,22.5167635498568,22.3012038629425,22.9626794737819,22.95299322543,"Human health and welfare","Human health and welfare","Human health and welfare","Africa"
"863",22,"Central African Republic",49.0419370247504,51.856084718904,53.652904378582,54.2526839902445,57.6670140291854,52.470080882336,"10","SESI","SESI","Africa"
"864",1,"Chad",5,5,5,5,5,5,"Source","renewable ressources","state of forest reccources","Africa"
"865",2,"Chad",100,100,100,100,100,100,"Source","renewable ressources","Surfacewater Stress","Africa"
"866",3,"Chad",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Africa"
"867",4,"Chad",100,100,100,100,100,100,"Source","non-renewables ressources","area with tolerable erosion","Africa"
"868",5,"Chad",42.84822325,40.580950875,37.693813,35.304052375,32.97108275,31.49593225,"Sink","global System","CO2 emissions [tonnes per capita]","Africa"
"869",6,"Chad",6.96558502017311,7.88285802958722,21.9695506741612,31.994034277044,33.1733852891479,8.34777846564121,"Sink","global System","Consumption of HCFC in ODP per capita","Africa"
"870",7,"Chad",74.6068258333333,74.6029583333333,74.6066275,74.595365,74.5986233333333,74.6159916666667,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa"
"871",8,"Chad",5,5,5,5,5,5,"Human health and welfare","human health","Concentrations of PM2.5","Africa"
"872",9,"Chad",16.574743,16.6898165,16.8060015,16.923374,17.0418675,17.161615,"Human health and welfare","human health","Drinking water contamination","Africa"
"873",10,"Chad",52.5,52.5,52.5,52.5,52.5,52.5,"Human health and welfare","landscape and amenity","status of world heritage sites","Africa"
"874",11,"Chad",22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,22.3606797749979,"Source","renewable ressources","renewable ressources","Africa"
"875",12,"Chad",100,100,100,100,100,100,"Source","non-renewable ressources","non-renewable ressources","Africa"
"876",13,"Chad",47.2870804501588,47.2870804501588,47.2870804501588,47.2870804501588,47.2870804501588,47.2870804501588,"Source","Source","Source","Africa"
"877",14,"Chad",17.2760800533927,17.8855772748122,28.7770070508706,33.6083183424031,33.0720793338751,16.2148408870345,"Sink","global System","global System","Africa"
"878",15,"Chad",NA,NA,NA,NA,NA,NA,"Sink","critical ecosystems","critical ecosystems","Africa"
"879",16,"Chad",17.2760800533927,17.8855772748122,28.7770070508706,33.6083183424031,33.0720793338751,16.2148408870345,"Sink","Sink","Sink","Africa"
"880",17,"Chad",74.6068258333333,74.6029583333333,74.6066275,74.595365,74.5986233333333,74.6159916666667,"Life support","ecosystem health","ecosystem health","Africa"
"881",18,"Chad",74.6068258333333,74.6029583333333,74.6066275,74.595365,74.5986233333333,74.6159916666667,"Life support","Life support","Life support","Africa"
"882",19,"Chad",9.10350015104081,9.13504693474533,9.16678828707198,9.19874284888973,9.2308903958394,9.26326481322865,"Human health and welfare","human health","human health","Africa"
"883",20,"Chad",52.5,52.5,52.5,52.5,52.5,52.5,"Human health and welfare","landscape and amenity","landscape and amenitys","Africa"
"884",21,"Chad",21.8616961356991,21.8995425539925,21.9375564972783,21.9757593626867,22.014126050824,22.0526960414028,"Human health and welfare","Human health and welfare","Human health and welfare","Africa"
"885",22,"Chad",33.9752398561617,34.2853935504025,38.6312220138897,40.1754966643838,40.0321638894196,33.5148438119213,"10","SESI","SESI","Africa"
"886",1,"Channel Islands",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Europe"
"887",2,"Channel Islands",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","renewable ressources","Proportion of fish stocks not overexploited","Europe"
"888",3,"Channel Islands",94.181098,94.067117,93.953136,NA,NA,NA,"Human health and welfare","human health","Drinking water contamination","Europe"
"889",4,"Channel Islands",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","renewable ressources","renewable ressources","Europe"
"890",5,"Channel Islands",NA,NA,NA,NA,NA,NA,"Source","non-renewable ressources","non-renewable ressources","Europe"
"891",6,"Channel Islands",74.7965,74.7965,80.3445,80.3445,80.3445,80.3445,"Source","Source","Source","Europe"
"892",7,"Channel Islands",NA,NA,NA,NA,NA,NA,"Sink","global System","global System","Europe"
"893",8,"Channel Islands",NA,NA,NA,NA,NA,NA,"Sink","critical ecosystems","critical ecosystems","Europe"
"894",9,"Channel Islands",NA,NA,NA,NA,NA,NA,"Sink","Sink","Sink","Europe"
"895",10,"Channel Islands",NA,NA,NA,NA,NA,NA,"Life support","ecosystem health","ecosystem health","Europe"
"896",11,"Channel Islands",NA,NA,NA,NA,NA,NA,"Life support","Life support","Life support","Europe"
"897",12,"Channel Islands",94.181098,94.067117,93.953136,NA,NA,NA,"Human health and welfare","human health","human health","Europe"
"898",13,"Channel Islands",NA,NA,NA,NA,NA,NA,"Human health and welfare","landscape and amenity","landscape and amenitys","Europe"
"899",14,"Channel Islands",94.181098,94.067117,93.953136,NA,NA,NA,"Human health and welfare","Human health and welfare","Human health and welfare","Europe"
"900",15,"Channel Islands",83.9310222537352,83.8802188641071,86.8827815815769,80.3445,80.3445,80.3445,"3","SESI","SESI","Europe"
"901",1,"Chile",100,100,100,100,100,100,"Source","renewable ressources","state of forest reccources","America"
"902",2,"Chile",86.4245,86.4245,84.6765,84.6765,84.6765,84.6765,"Source","renewable ressources","Proportion of fish stocks not overexploited","America"
"903",3,"Chile",100,100,100,100,100,100,"Source","renewable ressources","Surfacewater Stress","America"
"904",4,"Chile",100,100,100,100,100,100,"Source","renewable ressources","Groundwater stress","America"
"905",5,"Chile",54.75625,54.75625,54.75625,54.75625,54.75625,54.75625,"Source","non-renewables ressources","area with tolerable erosion","America"
"906",6,"Chile",5,5,5,5,5,5,"Sink","global System","CO2 emissions [tonnes per capita]","America"
"907",7,"Chile",18.5340407621866,23.7441012167436,20.2666887738183,54.1805474070862,61.4503992041425,55.2689979825151,"Sink","global System","Consumption of HCFC in ODP per capita","America"
"908",8,"Chile",86.32,86.32,86.32,86.32,86.32,84.8,"Sink","critical ecosystems","Proportion of surface water in good chemical status","America"
"909",9,"Chile",87.2304733333333,87.1457708333333,87.0656866666667,86.9882375,86.9128708333333,86.802215,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America"
"910",10,"Chile",71.1675,71.386,71.272,71.177,71.158,71.6805,"Life support","ecosystem health","Aquatic habitats in favourable conservation status","America"
"911",11,"Chile",39.3583333333333,40.625,43.9816666666667,47.845,50.9483333333333,50.9483333333333,"Human health and welfare","human health","Concentrations of PM2.5","America"
"912",12,"Chile",98.4633465,98.6487485,98.831728,98.832792,98.832792,98.832792,"Human health and welfare","human health","Drinking water contamination","America"
