"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","United Kingdom","1.128559e+02","1.129990e+02","1.131779e+02","1.134998e+02","1.138217e+02","1.141079e+01","Source","renewable ressources","state of forest reccources","Europe","100","%"
"2","United Kingdom","73.47000","73.47000","79.31000","79.31000","79.31000","79.31000","Source","renewable ressources","Proportion of fish stocks not overexploited","Europe","100","% Sus fish stock"
"3","United Kingdom","  13.91","  14.35","  14.35","  14.35","  14.35","  14.35","Source","renewable ressources","Surfacewater Stress","Europe","25","% of stress"
"4","United Kingdom","2.071429e+01","2.081633e+01","2.081633e+01","2.081633e+01","2.081633e+01","2.081633e+01","Source","renewable ressources","Groundwater stress","Europe","25","%"
"5","United Kingdom"," 1.09"," 1.09"," 1.09"," 1.09"," 1.09"," 1.09","Source","non-renewables ressources","area with tolerable erosion","Europe","2","Tonnes/hectare/year"
"6","United Kingdom"," 7.8262895"," 7.4479142"," 7.2052419"," 7.0562020"," 6.8233501"," 6.0404029","Sink","global System","CO2 emissions [tonnes per capita]","Europe","2.88","tonnes per year per capita"
"7","United Kingdom","  -53.48","  -37.31","  -26.70","  -40.28","  -25.00","  -28.45","Sink","global System","Consumption of HCFC in ODP per capita","Europe"," 5.4370","0.5% compare to 2007 in CO2-eq tonnes"
"8","United Kingdom"," 97.70"," 97.70"," 97.70"," 97.70"," 97.70"," 98.00","Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe","100","%"
"9","United Kingdom"," 56.2"," 56.2"," 56.2"," 56.2"," 56.2"," 57.8","Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe","100","%"
"10","United Kingdom","42.50230","42.54452","42.55460","42.60464","42.61902","42.55643","Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe","100","%"
"11","United Kingdom","71.15","71.82","73.76","72.90","71.01","70.74","Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe","100","%"
"12","United Kingdom","11.08","10.19","10.09","10.07"," 9.52"," 9.52","Human health and welfare","human health","Concentrations of PM2.5","Europe","5","µg/m3"
"13","United Kingdom"," 99.86944"," 99.85379"," 99.83813"," 99.82248"," 99.82248"," 99.82248","Human health and welfare","human health","Drinking water contamination","Europe","100","% without E.coli"
"14","United Kingdom","45.00000","45.00000","45.00000","45.00000","45.00000","50.00000","Human health and welfare","landscape and amenity","status of world heritage sites","Europe","100","% Good status"
