"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","Isle of Man","1.000000e+02","1.000000e+02","1.000000e+02","1.000000e+02","1.000000e+02","1.000000e+02","Source","renewable ressources","state of forest reccources","Europe","100","%"
"2","Isle of Man","73.47000","73.47000","79.31000","79.31000","79.31000","79.31000","Source","renewable ressources","Proportion of fish stocks not overexploited","Europe","100","% Sus fish stock"
"3","Isle of Man","56.48092","56.58922","56.57536","56.68312","56.66633","56.77941","Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe","100","%"
"4","Isle of Man"," 99.07500"," 99.07500"," 99.07500"," 99.07500"," 99.07500"," 99.07500","Human health and welfare","human health","Drinking water contamination","Europe","100","% without E.coli"
