"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","Nigeria","8.513327e+01","8.451345e+01","8.389402e+01","8.327459e+01","8.265553e+01","8.203610e+01","Source","renewable ressources","state of forest reccources","Africa","100","%"
"2","Nigeria","57.14000","57.14000","57.14000","57.14000","57.14000","57.14000","Source","renewable ressources","Proportion of fish stocks not overexploited","Africa","100","% Sus fish stock"
"3","Nigeria","   9.67","   9.67","   9.67","   9.67","   9.67","   9.67","Source","renewable ressources","Surfacewater Stress","Africa","25","% of stress"
"4","Nigeria",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Africa","25","%"
"5","Nigeria"," 7.11"," 7.11"," 7.11"," 7.11"," 7.11"," 7.11","Source","non-renewables ressources","area with tolerable erosion","Africa","2","Tonnes/hectare/year"
"6","Nigeria"," 2.1385429"," 2.0897844"," 2.0811148"," 2.0741628"," 2.0869470"," 2.0091362","Sink","global System","CO2 emissions [tonnes per capita]","Africa","2.88","tonnes per year per capita"
"7","Nigeria","  247.70","  234.74","  265.82","  281.26","  239.14","  166.69","Sink","global System","Consumption of HCFC in ODP per capita","Africa"," 0.4800","0.5% compare to 2007 in CO2-eq tonnes"
"8","Nigeria"," 53.65"," 53.65"," 53.65"," 53.65"," 53.65"," 11.45","Sink","critical ecosystems","Proportion of surface water in good chemical status","Africa","100","%"
"9","Nigeria","46.70020","46.59876","46.47743","46.39606","46.34632","46.21699","Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa","100","%"
"10","Nigeria","87.14","87.10","81.88","78.93","79.82","80.96","Life support","ecosystem health","Aquatic habitats in favourable conservation status","Africa","100","%"
"11","Nigeria","57.28","57.17","57.45","56.52","55.64","55.64","Human health and welfare","human health","Concentrations of PM2.5","Africa","5","µg/m3"
"12","Nigeria"," 22.25053"," 22.66038"," 23.06393"," 23.46120"," 23.85229"," 24.23731","Human health and welfare","human health","Drinking water contamination","Africa","100","% without E.coli"
