"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","El Salvador","8.488200e+01","8.425208e+01","8.362216e+01","8.299225e+01","8.236233e+01","8.173241e+01","Source","renewable ressources","state of forest reccources","America","100","%"
"2","El Salvador","86.67000","86.67000","86.67000","86.67000","86.67000","86.67000","Source","renewable ressources","Proportion of fish stocks not overexploited","America","100","% Sus fish stock"
"3","El Salvador","   2.36","   2.35","   2.42","   2.41","   2.43","   2.43","Source","renewable ressources","Surfacewater Stress","America","25","% of stress"
"4","El Salvador","1.788618e+00","1.788618e+00","1.951220e+00","1.951220e+00","1.951220e+00","1.951220e+00","Source","renewable ressources","Groundwater stress","America","25","%"
"5","El Salvador","30.50","30.50","30.50","30.50","30.50","30.50","Source","non-renewables ressources","area with tolerable erosion","America","2","Tonnes/hectare/year"
"6","El Salvador"," 2.0682140"," 2.0730824"," 1.9538507"," 2.0018395"," 2.1726980"," 1.9738454","Sink","global System","CO2 emissions [tonnes per capita]","America","2.88","tonnes per year per capita"
"7","El Salvador","    5.82","    6.41","    6.42","    4.29","    3.44","    2.74","Sink","global System","Consumption of HCFC in ODP per capita","America"," 0.0835","0.5% compare to 2007 in CO2-eq tonnes"
"8","El Salvador"," 43.30"," 43.30"," 43.30"," 43.30"," 43.30"," 59.70","Sink","critical ecosystems","Proportion of surface water in good chemical status","America","100","%"
"9","El Salvador","36.77374","36.57085","36.32701","36.12157","35.85765","35.66429","Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America","100","%"
"10","El Salvador","82.48","82.32","82.13","81.99","81.91","81.83","Life support","ecosystem health","Aquatic habitats in favourable conservation status","America","100","%"
"11","El Salvador","27.18","26.44","24.94","23.36","22.15","22.15","Human health and welfare","human health","Concentrations of PM2.5","America","5","µg/m3"
