"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","Marshall Islands","1.000000e+02","1.000000e+02","1.000000e+02","1.000000e+02","1.000000e+02","1.000000e+02","Source","renewable ressources","state of forest reccources","Oceania","100","%"
"2","Marshall Islands","82.61000","82.61000","77.55000","77.55000","77.55000","77.55000","Source","renewable ressources","Proportion of fish stocks not overexploited","Oceania","100","% Sus fish stock"
"3","Marshall Islands",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Oceania","25","%"
"4","Marshall Islands"," 0.67"," 0.67"," 0.67"," 0.67"," 0.67"," 0.67","Source","non-renewables ressources","area with tolerable erosion","Oceania","2","Tonnes/hectare/year"
"5","Marshall Islands","    0.08","    0.00","    0.00","    0.00","    0.00","    0.00","Sink","global System","Consumption of HCFC in ODP per capita","Oceania"," 0.0010","0.5% compare to 2007 in CO2-eq tonnes"
"6","Marshall Islands","100.00","100.00","100.00","100.00","100.00",NA,"Sink","critical ecosystems","Proportion of surface water in good chemical status","Oceania","100","%"
"7","Marshall Islands","100.0","100.0","100.0","100.0","100.0",NA,"Sink","critical ecosystems","Proportion of ground water in good chemical status","Oceania","100","%"
"8","Marshall Islands",NA,NA,NA,NA,NA,NA,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Oceania","100","%"
"9","Marshall Islands","87.58","87.67","86.80","87.40","87.42","87.33","Life support","ecosystem health","Aquatic habitats in favourable conservation status","Oceania","100","%"
"10","Marshall Islands"," 7.10"," 7.27"," 7.15"," 7.14"," 7.21"," 7.21","Human health and welfare","human health","Concentrations of PM2.5","Oceania","5","µg/m3"
