"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","Bosnia and Herzegovina",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Europe","100","%"
"2","Bosnia and Herzegovina","37.84000","37.84000","37.50000","37.50000","37.50000","37.50000","Source","renewable ressources","Proportion of fish stocks not overexploited","Europe","100","% Sus fish stock"
"3","Bosnia and Herzegovina","   2.78","   2.79","   2.66","   2.07","   2.03","   2.00","Source","renewable ressources","Surfacewater Stress","Europe","25","% of stress"
"4","Bosnia and Herzegovina","2.679343e+00","2.679343e+00","2.506482e+00","1.210026e+00","1.210026e+00","1.210026e+00","Source","renewable ressources","Groundwater stress","Europe","25","%"
"5","Bosnia and Herzegovina"," 5.02"," 5.02"," 5.02"," 5.02"," 5.02"," 5.02","Source","non-renewables ressources","area with tolerable erosion","Europe","2","Tonnes/hectare/year"
"6","Bosnia and Herzegovina"," 7.6962286"," 8.6409097"," 8.9096963"," 9.1415244"," 8.7863753"," 8.8102737","Sink","global System","CO2 emissions [tonnes per capita]","Europe","2.88","tonnes per year per capita"
"7","Bosnia and Herzegovina","    2.11","    2.34","    2.37","    2.00","    1.54","    1.35","Sink","global System","Consumption of HCFC in ODP per capita","Europe"," 0.0275","0.5% compare to 2007 in CO2-eq tonnes"
"8","Bosnia and Herzegovina"," 52.45"," 52.45"," 52.45"," 52.45"," 52.45"," 64.20","Sink","critical ecosystems","Proportion of surface water in good chemical status","Europe","100","%"
"9","Bosnia and Herzegovina"," 16.7"," 16.7"," 16.7"," 16.7"," 16.7"," 94.7","Sink","critical ecosystems","Proportion of ground water in good chemical status","Europe","100","%"
"10","Bosnia and Herzegovina","69.59341","69.59347","69.53920","69.52765","69.49062","69.50393","Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe","100","%"
"11","Bosnia and Herzegovina","86.47","86.20","85.93","85.66","85.39","85.12","Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe","100","%"
"12","Bosnia and Herzegovina","30.74","29.71","31.40","32.02","26.19","26.19","Human health and welfare","human health","Concentrations of PM2.5","Europe","5","µg/m3"
"13","Bosnia and Herzegovina"," 92.43958"," 92.04748"," 91.65536"," 91.26324"," 90.87110"," 90.47895","Human health and welfare","human health","Drinking water contamination","Europe","100","% without E.coli"
