"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","Ukraine",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","state of forest reccources","Europe","100","%"
"2","Ukraine","37.84000","37.84000","37.50000","37.50000","37.50000","37.50000","Source","renewable ressources","Proportion of fish stocks not overexploited","Europe","100","% Sus fish stock"
"3","Ukraine","  11.80","  12.08","  13.87","  13.87","  13.73","  12.26","Source","renewable ressources","Surfacewater Stress","Europe","25","% of stress"
"4","Ukraine",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Europe","25","%"
"5","Ukraine"," 0.67"," 0.67"," 0.67"," 0.67"," 0.67"," 0.67","Source","non-renewables ressources","area with tolerable erosion","Europe","2","Tonnes/hectare/year"
"6","Ukraine"," 6.6536554"," 6.7557278"," 6.1318406"," 6.5142855"," 6.0961880"," 5.8151664","Sink","global System","CO2 emissions [tonnes per capita]","Europe","2.88","tonnes per year per capita"
"7","Ukraine","    5.10","   16.11","   13.30","   15.83","   11.49","    0.00","Sink","global System","Consumption of HCFC in ODP per capita","Europe"," 0.4675","0.5% compare to 2007 in CO2-eq tonnes"
"8","Ukraine","58.04926","57.64458","57.23021","56.81559","56.40545","56.00593","Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Europe","100","%"
"9","Ukraine","70.24","68.28","69.42","69.41","69.07","67.97","Life support","ecosystem health","Aquatic habitats in favourable conservation status","Europe","100","%"
"10","Ukraine","14.67","13.33","12.93","14.24","13.51","13.51","Human health and welfare","human health","Concentrations of PM2.5","Europe","5","µg/m3"
"11","Ukraine"," 93.21601"," 93.28750"," 93.35847"," 93.42979"," 93.45463"," 93.52643","Human health and welfare","human health","Drinking water contamination","Europe","100","% without E.coli"
"12","Ukraine","50.00000","50.00000","25.00000","25.00000","25.00000","25.00000","Human health and welfare","landscape and amenity","status of world heritage sites","Europe","100","% Good status"
