"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","Trinidad and Tobago","9.535068e+01","9.517678e+01","9.500288e+01","9.482898e+01","9.465508e+01","9.448118e+01","Source","renewable ressources","state of forest reccources","America","100","%"
"2","Trinidad and Tobago","60.34000","60.34000","61.40000","61.40000","61.40000","61.40000","Source","renewable ressources","Proportion of fish stocks not overexploited","America","100","% Sus fish stock"
"3","Trinidad and Tobago","  20.33","  20.33","  20.33","  20.33","  20.33","  20.33","Source","renewable ressources","Surfacewater Stress","America","25","% of stress"
"4","Trinidad and Tobago","1.803279e+01","1.803279e+01","1.803279e+01","1.803279e+01","1.803279e+01","1.803279e+01","Source","renewable ressources","Groundwater stress","America","25","%"
"5","Trinidad and Tobago"," 1.98"," 1.98"," 1.98"," 1.98"," 1.98"," 1.98","Source","non-renewables ressources","area with tolerable erosion","America","2","Tonnes/hectare/year"
"6","Trinidad and Tobago","37.6644054","33.6317869","33.9123892","33.4443678","34.2077472","27.2404738","Sink","global System","CO2 emissions [tonnes per capita]","America","2.88","tonnes per year per capita"
"7","Trinidad and Tobago","   12.64","   20.80","   12.22","   15.65","   20.85","   14.50","Sink","global System","Consumption of HCFC in ODP per capita","America"," 0.2270","0.5% compare to 2007 in CO2-eq tonnes"
"8","Trinidad and Tobago",NA,NA,NA,NA,NA," 87.5","Sink","critical ecosystems","Proportion of ground water in good chemical status","America","100","%"
"9","Trinidad and Tobago","91.44982","91.63650","91.81879","92.00411","92.19708","92.25804","Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America","100","%"
"10","Trinidad and Tobago","89.52","89.18","89.04","88.91","88.76","88.60","Life support","ecosystem health","Aquatic habitats in favourable conservation status","America","100","%"
"11","Trinidad and Tobago","10.94","10.95","11.27","10.72","10.26","10.26","Human health and welfare","human health","Concentrations of PM2.5","America","5","µg/m3"
