"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","Sao Tome and Principe","9.386627e+01","9.280814e+01","9.175001e+01","9.069188e+01","8.963375e+01","8.857562e+01","Source","renewable ressources","state of forest reccources","America","100","%"
"2","Sao Tome and Principe","57.14000","57.14000","57.14000","57.14000","57.14000","57.14000","Source","renewable ressources","Proportion of fish stocks not overexploited","America","100","% Sus fish stock"
"3","Sao Tome and Principe","   1.81","   1.88","   1.88","   1.88","   1.88","   1.88","Source","renewable ressources","Surfacewater Stress","America","25","% of stress"
"4","Sao Tome and Principe",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","America","25","%"
"5","Sao Tome and Principe","13.42","13.42","13.42","13.42","13.42","13.42","Source","non-renewables ressources","area with tolerable erosion","America","2","Tonnes/hectare/year"
"6","Sao Tome and Principe"," 1.0975134"," 1.1110207"," 1.1356160"," 1.1070363"," 1.1718999"," 1.0947918","Sink","global System","CO2 emissions [tonnes per capita]","America","2.88","tonnes per year per capita"
"7","Sao Tome and Principe","    0.09","    0.08","    0.08","    0.07","    0.07","    0.06","Sink","global System","Consumption of HCFC in ODP per capita","America"," 0.0005","0.5% compare to 2007 in CO2-eq tonnes"
"8","Sao Tome and Principe","85.96993","85.92340","85.87996","85.84070","85.80460","85.73465","Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America","100","%"
"9","Sao Tome and Principe","87.80","87.71","87.62","87.53","87.44","87.36","Life support","ecosystem health","Aquatic habitats in favourable conservation status","America","100","%"
"10","Sao Tome and Principe","34.00","34.45","33.62","33.84","33.75","33.75","Human health and welfare","human health","Concentrations of PM2.5","America","5","µg/m3"
"11","Sao Tome and Principe"," 76.82270"," 77.76266"," 78.68816"," 79.18405"," 79.61332"," 80.02002","Human health and welfare","human health","Drinking water contamination","America","100","% without E.coli"
