"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","Bahamas","1.000000e+02","1.000000e+02","1.000000e+02","1.000000e+02","1.000000e+02","1.000000e+02","Source","renewable ressources","state of forest reccources","America","100","%"
"2","Bahamas","60.34000","60.34000","61.40000","61.40000","61.40000","61.40000","Source","renewable ressources","Proportion of fish stocks not overexploited","America","100","% Sus fish stock"
"3","Bahamas",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","America","25","%"
"4","Bahamas"," 1.57"," 1.57"," 1.57"," 1.57"," 1.57"," 1.57","Source","non-renewables ressources","area with tolerable erosion","America","2","Tonnes/hectare/year"
"5","Bahamas","10.3633272","10.5706846","10.8582474","12.2826216","12.0687300","10.0748849","Sink","global System","CO2 emissions [tonnes per capita]","America","2.88","tonnes per year per capita"
"6","Bahamas","    3.52","    3.74","    2.75","    2.72","    2.69","    2.62","Sink","global System","Consumption of HCFC in ODP per capita","America"," 0.0290","0.5% compare to 2007 in CO2-eq tonnes"
"7","Bahamas","94.08422","94.06185","94.04002","94.01914","93.99901","93.98521","Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America","100","%"
"8","Bahamas","78.27","80.21","79.85","78.98","77.92","77.84","Life support","ecosystem health","Aquatic habitats in favourable conservation status","America","100","%"
"9","Bahamas"," 5.32"," 5.56"," 5.80"," 5.61"," 5.20"," 5.20","Human health and welfare","human health","Concentrations of PM2.5","America","5","µg/m3"
