"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","Northern Mariana Islands","8.817462e+01","7.283600e+01","7.283600e+01","7.283600e+01","7.283600e+01","7.283600e+01","Source","renewable ressources","state of forest reccources","Oceania","100","%"
"2","Northern Mariana Islands","79.55","79.85","79.76","79.67","79.57","79.41","Life support","ecosystem health","Aquatic habitats in favourable conservation status","Oceania","100","%"
