"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","Antigua and Barbuda","8.412983e+01","8.343290e+01","8.283552e+01","8.213859e+01","8.144166e+01","8.084429e+01","Source","renewable ressources","state of forest reccources","America","100","%"
"2","Antigua and Barbuda","60.34000","60.34000","61.40000","61.40000","61.40000","61.40000","Source","renewable ressources","Proportion of fish stocks not overexploited","America","100","% Sus fish stock"
"3","Antigua and Barbuda","   8.46","   8.46","   8.46","   8.46","   8.46","   8.46","Source","renewable ressources","Surfacewater Stress","America","25","% of stress"
"4","Antigua and Barbuda",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","America","25","%"
"5","Antigua and Barbuda"," 7.43"," 7.43"," 7.43"," 7.43"," 7.43"," 7.43","Source","non-renewables ressources","area with tolerable erosion","America","2","Tonnes/hectare/year"
"6","Antigua and Barbuda","13.1110247","13.1829863"," 9.6112475","10.3616537","10.2065654"," 8.5057061","Sink","global System","CO2 emissions [tonnes per capita]","America","2.88","tonnes per year per capita"
"7","Antigua and Barbuda","    0.06","    0.01","    0.00","    0.02","    0.00","    0.03","Sink","global System","Consumption of HCFC in ODP per capita","America"," 0.0045","0.5% compare to 2007 in CO2-eq tonnes"
"8","Antigua and Barbuda",NA,NA,NA,NA,NA,"  0.00","Sink","critical ecosystems","Proportion of surface water in good chemical status","America","100","%"
"9","Antigua and Barbuda",NA,NA,NA,NA,NA,NA,"Life support","ecosystem health","Terrestrial habitats in favourable conservation status","America","100","%"
"10","Antigua and Barbuda","78.92","79.39","76.74","78.79","78.87","78.35","Life support","ecosystem health","Aquatic habitats in favourable conservation status","America","100","%"
"11","Antigua and Barbuda"," 8.89"," 8.95"," 9.27"," 8.87"," 8.30"," 8.30","Human health and welfare","human health","Concentrations of PM2.5","America","5","µg/m3"
