"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","Ghana","8.027590e+01","8.070170e+01","8.112751e+01","8.120106e+01","8.127460e+01","8.134825e+01","Source","renewable ressources","state of forest reccources","Africa","100","%"
"2","Ghana","57.14000","57.14000","57.14000","57.14000","57.14000","57.14000","Source","renewable ressources","Proportion of fish stocks not overexploited","Africa","100","% Sus fish stock"
"3","Ghana","   6.27","   6.31","   6.31","   6.31","   6.31","   6.31","Source","renewable ressources","Surfacewater Stress","Africa","25","% of stress"
"4","Ghana",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Africa","25","%"
"5","Ghana"," 6.14"," 6.14"," 6.14"," 6.14"," 6.14"," 6.14","Source","non-renewables ressources","area with tolerable erosion","Africa","2","Tonnes/hectare/year"
"6","Ghana"," 1.2322664"," 1.2290471"," 1.3202105"," 1.3829594"," 1.4753525"," 1.7485729","Sink","global System","CO2 emissions [tonnes per capita]","Africa","2.88","tonnes per year per capita"
"7","Ghana","   20.41","   18.54","   19.52","   17.84","   17.14","   15.97","Sink","global System","Consumption of HCFC in ODP per capita","Africa"," 0.0970","0.5% compare to 2007 in CO2-eq tonnes"
"8","Ghana","56.76702","56.58728","56.38456","56.19680","56.00209","55.88020","Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Africa","100","%"
"9","Ghana","78.05","75.83","77.28","78.36","78.91","77.47","Life support","ecosystem health","Aquatic habitats in favourable conservation status","Africa","100","%"
"10","Ghana","50.01","49.59","48.44","48.04","46.04","46.04","Human health and welfare","human health","Concentrations of PM2.5","Africa","5","µg/m3"
"11","Ghana"," 53.11964"," 53.45210"," 53.77443"," 54.08672"," 54.38891"," 54.68125","Human health and welfare","human health","Drinking water contamination","Africa","100","% without E.coli"
