"","Country","X2015","X2016","X2017","X2018","X2019","X2020","Function","Subfunction","Indicator","Continent","ideal_state","unit"
"1","Laos","9.419590e+01","9.400209e+01","9.380828e+01","9.361448e+01","9.342067e+00","9.322686e+01","Source","renewable ressources","state of forest reccources","Asia","100","%"
"2","Laos","   5.12","   4.99","   4.77","   4.77","   4.79","   4.79","Source","renewable ressources","Surfacewater Stress","Asia","25","% of stress"
"3","Laos",NA,NA,NA,NA,NA,NA,"Source","renewable ressources","Groundwater stress","Asia","25","%"
"4","Laos"," 5.14"," 5.14"," 5.14"," 5.14"," 5.14"," 5.14","Source","non-renewables ressources","area with tolerable erosion","Asia","2","Tonnes/hectare/year"
"5","Laos"," 3.3916926"," 4.4369540"," 4.8642463"," 4.8431527"," 4.7010945"," 4.7948565","Sink","global System","CO2 emissions [tonnes per capita]","Asia","2.88","tonnes per year per capita"
"6","Laos","    2.07","    2.03","    0.59","    0.86","    1.29","    1.42","Sink","global System","Consumption of HCFC in ODP per capita","Asia"," 0.0080","0.5% compare to 2007 in CO2-eq tonnes"
"7","Laos",NA,NA,NA,NA,NA," 80.00","Sink","critical ecosystems","Proportion of surface water in good chemical status","Asia","100","%"
"8","Laos","89.42713","89.26631","89.12277","88.98571","88.84581","88.70992","Life support","ecosystem health","Terrestrial habitats in favourable conservation status","Asia","100","%"
"9","Laos","20.55","23.09","19.68","19.68","21.15","21.15","Human health and welfare","human health","Concentrations of PM2.5","Asia","5","µg/m3"
"10","Laos"," 15.87681"," 16.30479"," 16.73258"," 17.16017"," 17.58769"," 17.68190","Human health and welfare","human health","Drinking water contamination","Asia","100","% without E.coli"
